,age,job,marital,education,balance,duration,campaign,previous,poutcome,default_cat,housing_cat,loan_cat,deposit_cat,recent_pdays
6900,45,white-collar,married,secondary,21,788,2,0,unknown,0,1,0,0,0.0001
6901,34,technician,single,tertiary,2658,265,1,2,failure,0,1,0,0,0.004347826086956522
6902,30,self-employed,married,secondary,131,306,1,0,unknown,0,1,0,0,0.0001
6903,57,other,married,primary,0,231,2,0,unknown,0,1,0,0,0.0001
6904,42,blue-collar,married,secondary,351,76,21,0,unknown,0,1,0,0,0.0001
6905,51,technician,married,secondary,564,187,2,0,unknown,0,0,1,0,0.0001
6906,38,blue-collar,married,primary,2240,551,1,1,failure,0,1,0,0,0.00546448087431694
6907,60,self-employed,married,primary,46,202,4,0,unknown,0,1,0,0,0.0001
6908,38,blue-collar,married,primary,132,797,2,0,unknown,0,1,0,0,0.0001
6909,37,other,married,secondary,71,254,1,0,unknown,0,0,1,0,0.0001
6910,34,white-collar,single,tertiary,0,197,2,1,unknown,0,1,1,0,0.01020408163265306
6911,39,pink-collar,married,primary,267,1151,5,0,unknown,0,0,0,0,0.0001
6912,55,pink-collar,married,secondary,841,140,9,4,failure,0,1,0,0,0.002688172043010753
6913,48,blue-collar,married,primary,51,76,1,0,unknown,0,0,1,0,0.0001
6914,42,blue-collar,married,primary,7735,166,1,2,failure,0,1,0,0,0.006944444444444444
6915,29,pink-collar,married,primary,417,108,2,0,unknown,0,0,0,0,0.0001
6916,33,blue-collar,single,secondary,-14,223,2,0,unknown,0,1,0,0,0.0001
6917,35,blue-collar,married,primary,2490,170,1,3,failure,0,1,0,0,0.005555555555555556
6918,28,white-collar,married,secondary,0,47,1,0,unknown,0,1,0,0,0.0001
6919,26,blue-collar,single,secondary,184,110,2,1,unknown,0,0,0,0,0.16666666666666666
6920,40,pink-collar,single,secondary,19343,13,4,4,failure,0,1,0,0,0.00558659217877095
6921,42,white-collar,married,secondary,947,158,2,0,unknown,0,0,0,0,0.0001
6922,49,blue-collar,married,secondary,90,127,1,0,unknown,0,1,0,0,0.0001
6923,32,white-collar,single,secondary,10218,149,2,0,unknown,0,1,0,0,0.0001
6924,33,technician,married,secondary,72,623,1,0,unknown,1,1,0,0,0.0001
6925,30,technician,single,secondary,120,74,1,0,unknown,0,1,0,0,0.0001
6926,20,other,single,secondary,130,75,3,0,unknown,0,0,0,0,0.0001
6927,51,blue-collar,married,unknown,41,16,43,0,unknown,0,1,0,0,0.0001
6928,38,blue-collar,single,primary,0,350,2,0,unknown,0,1,0,0,0.0001
6929,53,technician,married,tertiary,673,182,1,0,unknown,0,1,0,0,0.0001
6930,34,blue-collar,divorced,secondary,-131,132,1,1,failure,0,1,0,0,0.0028089887640449437
6931,30,blue-collar,married,primary,2607,158,10,0,unknown,0,1,0,0,0.0001
6932,36,other,divorced,secondary,5,305,1,0,unknown,0,1,0,0,0.0001
6933,36,white-collar,married,tertiary,23,133,11,0,unknown,0,0,0,0,0.0001
6934,39,blue-collar,married,secondary,180,237,1,0,unknown,0,1,0,0,0.0001
6935,33,technician,single,tertiary,68,96,2,0,unknown,0,0,0,0,0.0001
6936,42,white-collar,married,tertiary,0,325,2,0,unknown,0,0,0,0,0.0001
6937,30,white-collar,single,tertiary,565,104,1,0,unknown,0,1,0,0,0.0001
6938,23,technician,single,secondary,598,166,1,0,unknown,0,0,0,0,0.0001
6939,37,technician,single,tertiary,1609,10,19,0,unknown,0,0,1,0,0.0001
6940,77,other,married,tertiary,1047,108,5,0,unknown,0,0,0,0,0.0001
6941,33,technician,married,tertiary,5641,168,2,0,unknown,0,0,0,0,0.0001
6942,33,blue-collar,single,primary,557,91,2,2,failure,0,1,0,0,0.0030211480362537764
6943,40,blue-collar,single,secondary,1066,171,1,0,unknown,0,1,0,0,0.0001
6944,58,other,married,secondary,35,336,7,0,unknown,0,0,0,0,0.0001
6945,29,white-collar,single,tertiary,54,257,3,0,unknown,0,1,1,0,0.0001
6946,43,white-collar,single,tertiary,1806,161,2,0,unknown,0,1,0,0,0.0001
6947,34,blue-collar,single,secondary,39,254,2,3,failure,0,0,0,0,0.0033444816053511705
6948,38,white-collar,divorced,secondary,0,93,1,0,unknown,0,1,0,0,0.0001
6949,38,white-collar,divorced,secondary,930,46,1,0,unknown,0,1,0,0,0.0001
6950,40,blue-collar,married,primary,0,313,1,0,unknown,0,0,0,0,0.0001
6951,59,white-collar,married,tertiary,2764,459,1,3,failure,0,0,0,0,0.017857142857142856
6952,44,white-collar,single,secondary,4492,19,13,0,unknown,0,0,1,0,0.0001
6953,60,other,divorced,tertiary,2166,8,9,0,unknown,0,0,0,0,0.0001
6954,37,white-collar,single,tertiary,0,107,1,3,unknown,0,0,0,0,0.003875968992248062
6955,50,white-collar,married,secondary,1575,407,1,0,unknown,0,0,0,0,0.0001
6956,50,white-collar,divorced,tertiary,201,248,1,0,unknown,0,1,0,0,0.0001
6957,35,white-collar,married,tertiary,318,142,1,0,unknown,0,1,1,0,0.0001
6958,39,white-collar,single,tertiary,1682,147,1,1,failure,0,1,0,0,0.0058823529411764705
6959,29,self-employed,married,tertiary,242,73,4,0,unknown,0,1,0,0,0.0001
6960,34,white-collar,divorced,secondary,291,91,2,0,unknown,0,0,0,0,0.0001
6961,31,technician,divorced,secondary,304,133,2,0,unknown,0,0,0,0,0.0001
6962,51,pink-collar,married,primary,108,278,2,0,unknown,0,0,0,0,0.0001
6963,46,blue-collar,married,primary,1303,174,1,0,unknown,0,0,0,0,0.0001
6964,27,white-collar,single,secondary,292,53,9,8,unknown,0,1,0,0,0.0027624309392265192
6965,61,other,married,secondary,89,154,1,2,failure,0,0,0,0,0.0055248618784530384
6966,34,white-collar,married,tertiary,788,269,1,0,unknown,0,1,0,0,0.0001
6967,30,blue-collar,single,secondary,573,116,2,0,unknown,0,1,0,0,0.0001
6968,58,white-collar,married,tertiary,1318,184,1,5,failure,0,0,0,0,0.00558659217877095
6969,30,technician,single,secondary,151,276,2,0,unknown,0,0,0,0,0.0001
6970,50,blue-collar,married,primary,-37,78,3,0,unknown,0,1,0,0,0.0001
6971,30,blue-collar,single,secondary,522,197,3,0,unknown,0,0,0,0,0.0001
6972,43,entrepreneur,married,primary,2315,42,1,0,unknown,0,1,1,0,0.0001
6973,35,pink-collar,divorced,secondary,-718,47,1,0,unknown,0,1,0,0,0.0001
6974,36,white-collar,single,tertiary,4,529,1,3,success,0,1,0,0,0.01639344262295082
6975,46,entrepreneur,married,tertiary,-43,138,8,0,unknown,0,0,0,0,0.0001
6976,46,white-collar,single,secondary,596,138,3,0,unknown,0,1,0,0,0.0001
6977,29,other,single,secondary,670,6,1,0,unknown,0,1,0,0,0.0001
6978,48,blue-collar,married,primary,430,340,3,8,failure,0,0,0,0,0.0026954177897574125
6979,50,white-collar,divorced,tertiary,60,255,2,0,unknown,0,0,0,0,0.0001
6980,53,white-collar,divorced,secondary,0,586,2,0,unknown,0,1,1,0,0.0001
6981,38,entrepreneur,married,tertiary,678,82,2,1,failure,0,0,1,0,0.006578947368421052
6982,27,white-collar,married,tertiary,159,295,2,0,unknown,0,1,0,0,0.0001
6983,36,technician,married,secondary,1345,82,1,3,failure,0,1,0,0,0.005813953488372093
6984,48,pink-collar,married,primary,483,119,2,0,unknown,0,0,0,0,0.0001
6985,59,other,married,unknown,2443,8,8,0,unknown,0,0,0,0,0.0001
6986,21,other,single,tertiary,1258,404,1,0,unknown,0,0,0,0,0.0001
6987,56,other,divorced,secondary,389,379,5,0,unknown,0,1,0,0,0.0001
6988,57,white-collar,divorced,secondary,0,121,2,0,unknown,0,0,0,0,0.0001
6989,41,blue-collar,married,secondary,2067,120,4,0,unknown,0,1,0,0,0.0001
6990,36,white-collar,married,tertiary,332,566,7,0,unknown,0,1,0,0,0.0001
6991,45,white-collar,married,tertiary,80,157,1,0,unknown,0,0,1,0,0.0001
6992,40,pink-collar,married,secondary,84,230,7,0,unknown,0,1,1,0,0.0001
6993,30,white-collar,single,secondary,2702,129,2,0,unknown,0,1,0,0,0.0001
6994,75,other,divorced,primary,37127,505,1,0,unknown,0,0,0,0,0.0001
6995,35,technician,single,tertiary,0,46,2,0,unknown,0,1,0,0,0.0001
6996,58,white-collar,married,secondary,1813,15,1,0,unknown,0,1,0,0,0.0001
6997,29,technician,single,secondary,1612,375,2,0,unknown,0,1,0,0,0.0001
6998,54,technician,single,secondary,198,120,1,2,failure,0,1,1,0,0.005847953216374269
6999,28,blue-collar,single,secondary,1106,73,2,0,unknown,0,1,0,0,0.0001
7000,33,other,single,unknown,2321,699,2,2,failure,0,0,0,0,0.0026246719160104987
7001,56,white-collar,married,secondary,33,111,1,0,unknown,0,0,1,0,0.0001
7002,50,white-collar,married,tertiary,101,348,1,0,unknown,0,1,0,0,0.0001
7003,37,technician,single,secondary,-59,70,1,0,unknown,0,1,0,0,0.0001
7004,49,pink-collar,married,secondary,486,43,2,0,unknown,0,1,1,0,0.0001
7005,54,other,married,primary,136,352,1,2,failure,0,1,0,0,0.0030120481927710845
7006,40,white-collar,married,tertiary,193,105,6,0,unknown,0,0,0,0,0.0001
7007,33,technician,married,secondary,5083,161,1,2,unknown,0,0,0,0,0.010416666666666666
7008,48,white-collar,married,unknown,0,612,1,1,unknown,0,1,0,0,0.0029069767441860465
7009,43,white-collar,married,tertiary,8,95,4,0,unknown,0,0,0,0,0.0001
7010,35,blue-collar,single,primary,21,129,1,0,unknown,0,1,0,0,0.0001
7011,55,technician,married,secondary,570,94,6,0,unknown,0,0,0,0,0.0001
7012,33,white-collar,married,tertiary,644,124,2,2,failure,0,1,1,0,0.0036900369003690036
7013,41,technician,single,tertiary,1104,352,1,0,unknown,0,0,0,0,0.0001
7014,57,blue-collar,married,secondary,6004,157,6,0,unknown,0,1,0,0,0.0001
7015,50,self-employed,married,tertiary,1503,128,12,0,unknown,0,0,0,0,0.0001
7016,63,technician,married,secondary,896,115,3,4,unknown,0,1,0,0,0.01098901098901099
7017,33,technician,single,secondary,177,293,1,0,unknown,0,1,0,0,0.0001
7018,47,blue-collar,married,secondary,665,885,3,0,unknown,0,0,0,0,0.0001
7019,36,pink-collar,married,secondary,380,26,1,0,unknown,0,1,0,0,0.0001
7020,23,other,single,secondary,151,97,1,0,unknown,0,1,0,0,0.0001
7021,33,technician,single,tertiary,179,432,2,4,unknown,0,1,0,0,0.0055248618784530384
7022,36,white-collar,married,tertiary,4,261,6,0,unknown,0,0,1,0,0.0001
7023,47,blue-collar,married,secondary,116,376,2,0,unknown,0,1,0,0,0.0001
7024,39,white-collar,married,tertiary,0,93,25,0,unknown,0,0,0,0,0.0001
7025,44,blue-collar,divorced,primary,-57,234,1,2,failure,0,1,0,0,0.0028089887640449437
7026,60,other,married,primary,894,65,7,0,unknown,0,1,0,0,0.0001
7027,42,white-collar,married,tertiary,478,165,1,0,unknown,0,0,1,0,0.0001
7028,32,technician,single,secondary,10,190,2,0,unknown,0,0,0,0,0.0001
7029,33,white-collar,married,secondary,30,125,2,0,unknown,0,1,0,0,0.0001
7030,37,white-collar,married,tertiary,578,401,4,0,unknown,0,1,0,0,0.0001
7031,33,white-collar,single,tertiary,2360,268,1,0,unknown,0,1,0,0,0.0001
7032,59,other,married,primary,-47,84,4,0,unknown,0,1,0,0,0.0001
7033,42,technician,married,tertiary,-805,103,6,0,unknown,0,0,0,0,0.0001
7034,59,white-collar,married,tertiary,782,127,2,0,unknown,1,0,1,0,0.0001
7035,31,technician,single,secondary,1282,144,1,2,failure,0,0,0,0,0.002173913043478261
7036,50,self-employed,single,secondary,766,253,2,4,failure,0,1,0,0,0.003289473684210526
7037,29,blue-collar,single,secondary,348,185,2,0,unknown,0,1,0,0,0.0001
7038,36,entrepreneur,single,secondary,296,67,2,2,failure,0,0,0,0,0.009009009009009009
7039,33,pink-collar,married,primary,908,184,2,0,unknown,0,1,1,0,0.0001
7040,38,white-collar,divorced,secondary,0,56,1,0,unknown,0,0,0,0,0.0001
7041,33,white-collar,single,tertiary,5276,572,1,0,unknown,0,0,0,0,0.0001
7042,36,entrepreneur,single,tertiary,658,61,3,0,unknown,0,1,0,0,0.0001
7043,36,white-collar,single,tertiary,1089,126,1,0,unknown,0,1,0,0,0.0001
7044,44,white-collar,married,secondary,1042,136,1,0,unknown,0,1,0,0,0.0001
7045,29,blue-collar,married,primary,544,121,4,0,unknown,0,0,1,0,0.0001
7046,44,blue-collar,married,primary,134,378,1,0,unknown,0,1,0,0,0.0001
7047,55,white-collar,married,tertiary,73,142,2,0,unknown,0,1,0,0,0.0001
7048,38,blue-collar,single,secondary,13156,291,4,1,failure,0,1,0,0,0.0030211480362537764
7049,39,white-collar,divorced,tertiary,30,265,4,0,unknown,0,0,1,0,0.0001
7050,45,blue-collar,married,primary,-66,263,2,0,unknown,0,1,0,0,0.0001
7051,36,white-collar,single,tertiary,1373,144,2,0,unknown,0,1,0,0,0.0001
7052,36,white-collar,married,tertiary,8564,125,1,0,unknown,0,1,0,0,0.0001
7053,59,other,divorced,primary,81,107,1,0,unknown,0,1,0,0,0.0001
7054,41,white-collar,married,tertiary,5426,149,2,0,unknown,0,1,0,0,0.0001
7055,29,self-employed,single,tertiary,16,43,1,0,unknown,0,1,0,0,0.0001
7056,50,white-collar,single,tertiary,297,119,1,0,unknown,0,1,0,0,0.0001
7057,51,blue-collar,divorced,secondary,734,17,1,0,unknown,0,1,1,0,0.0001
7058,29,white-collar,single,tertiary,1514,363,1,7,unknown,0,1,0,0,0.003003003003003003
7059,40,technician,single,secondary,153,125,2,0,unknown,0,0,0,0,0.0001
7060,36,other,married,primary,3503,31,1,0,unknown,0,0,0,0,0.0001
7061,49,technician,married,secondary,-849,197,1,0,unknown,0,1,1,0,0.0001
7062,45,technician,married,secondary,1441,93,1,2,unknown,0,1,0,0,0.008849557522123894
7063,40,white-collar,married,tertiary,2487,126,1,0,unknown,0,0,0,0,0.0001
7064,31,white-collar,married,tertiary,927,100,4,0,unknown,0,0,0,0,0.0001
7065,32,entrepreneur,married,tertiary,598,135,6,0,unknown,0,0,0,0,0.0001
7066,44,white-collar,married,secondary,345,208,8,0,unknown,0,1,0,0,0.0001
7067,27,blue-collar,married,secondary,197,222,1,0,unknown,0,0,0,0,0.0001
7068,25,white-collar,single,tertiary,220,68,1,0,unknown,0,0,0,0,0.0001
7069,56,pink-collar,married,secondary,9,285,2,0,unknown,0,0,1,0,0.0001
7070,59,other,married,secondary,5678,238,2,0,unknown,0,1,0,0,0.0001
7071,31,white-collar,single,tertiary,0,9,12,0,unknown,0,0,0,0,0.0001
7072,49,white-collar,divorced,secondary,169,447,1,0,unknown,0,1,0,0,0.0001
7073,50,blue-collar,divorced,primary,388,701,1,0,unknown,0,0,0,0,0.0001
7074,42,other,single,unknown,61,115,1,0,unknown,1,0,0,0,0.0001
7075,37,white-collar,married,tertiary,7100,757,2,0,unknown,0,0,0,0,0.0001
7076,36,blue-collar,single,secondary,219,270,2,1,failure,0,1,1,0,0.002881844380403458
7077,53,blue-collar,married,secondary,-76,173,1,4,unknown,0,0,0,0,0.006097560975609756
7078,51,blue-collar,married,unknown,1432,388,1,0,unknown,0,0,0,0,0.0001
7079,42,blue-collar,married,secondary,879,140,1,0,unknown,0,1,0,0,0.0001
7080,47,pink-collar,married,primary,0,193,1,0,unknown,0,1,0,0,0.0001
7081,40,self-employed,married,tertiary,1498,62,1,0,unknown,0,0,0,0,0.0001
7082,25,blue-collar,single,secondary,543,302,1,0,unknown,0,1,0,0,0.0001
7083,36,blue-collar,married,secondary,1797,166,1,2,failure,0,1,1,0,0.0055248618784530384
7084,80,other,married,primary,2994,320,1,0,unknown,0,0,0,0,0.0001
7085,60,self-employed,married,secondary,1690,64,11,0,unknown,0,0,0,0,0.0001
7086,51,white-collar,married,secondary,1573,72,18,0,unknown,0,0,0,0,0.0001
7087,59,pink-collar,married,tertiary,0,376,2,0,unknown,0,0,1,0,0.0001
7088,80,other,married,secondary,173,87,3,0,unknown,0,0,0,0,0.0001
7089,47,white-collar,married,unknown,989,116,1,0,unknown,0,0,0,0,0.0001
7090,36,pink-collar,married,secondary,335,339,2,0,unknown,0,1,0,0,0.0001
7091,31,blue-collar,single,unknown,17,72,1,0,unknown,1,1,0,0,0.0001
7092,33,technician,married,secondary,-74,198,4,0,unknown,0,1,0,0,0.0001
7093,45,pink-collar,married,unknown,8319,75,2,0,unknown,0,0,0,0,0.0001
7094,33,blue-collar,single,secondary,15341,335,1,3,failure,0,0,0,0,0.0029940119760479044
7095,51,technician,married,secondary,52,114,2,0,unknown,0,0,0,0,0.0001
7096,51,other,divorced,secondary,-56,544,3,0,unknown,0,1,0,0,0.0001
7097,48,blue-collar,married,primary,1670,145,1,0,unknown,0,0,0,0,0.0001
7098,34,technician,single,tertiary,370,116,2,0,unknown,0,0,0,0,0.0001
7099,28,white-collar,single,tertiary,466,170,2,0,unknown,0,1,0,0,0.0001
7100,33,technician,single,secondary,2583,241,1,1,failure,0,0,0,0,0.009259259259259259
7101,36,pink-collar,married,secondary,1177,50,5,0,unknown,0,1,1,0,0.0001
7102,40,self-employed,married,secondary,311,723,2,0,unknown,0,1,0,0,0.0001
7103,34,entrepreneur,married,tertiary,842,141,2,0,unknown,0,1,0,0,0.0001
7104,31,technician,single,tertiary,2744,309,2,0,unknown,0,1,0,0,0.0001
7105,49,technician,married,tertiary,503,297,2,0,unknown,0,0,0,0,0.0001
7106,35,white-collar,single,tertiary,62,214,4,3,success,0,1,0,0,0.06666666666666667
7107,38,white-collar,single,tertiary,4841,580,3,0,unknown,0,0,0,0,0.0001
7108,32,technician,married,secondary,253,76,1,3,failure,0,1,0,0,0.0058823529411764705
7109,33,blue-collar,married,secondary,842,111,4,0,unknown,0,0,0,0,0.0001
7110,39,white-collar,married,unknown,378,17,5,0,unknown,0,0,0,0,0.0001
7111,30,pink-collar,married,secondary,637,69,5,0,unknown,0,1,0,0,0.0001
7112,53,white-collar,divorced,secondary,-372,104,1,0,unknown,0,1,0,0,0.0001
7113,24,technician,single,secondary,135,250,1,0,unknown,0,1,1,0,0.0001
7114,52,entrepreneur,divorced,secondary,7,150,5,0,unknown,0,0,0,0,0.0001
7115,27,white-collar,single,tertiary,446,205,3,0,unknown,0,0,0,0,0.0001
7116,36,white-collar,single,secondary,1328,69,9,0,unknown,0,0,0,0,0.0001
7117,29,white-collar,married,secondary,252,1223,3,1,failure,0,1,0,0,0.0026954177897574125
7118,47,blue-collar,married,secondary,125,210,2,0,unknown,0,0,0,0,0.0001
7119,43,blue-collar,married,secondary,1324,179,5,0,unknown,0,1,0,0,0.0001
7120,48,white-collar,divorced,tertiary,-244,253,1,0,unknown,0,1,0,0,0.0001
7121,57,entrepreneur,married,unknown,657,344,1,0,unknown,0,0,0,0,0.0001
7122,25,white-collar,single,tertiary,2140,81,1,0,unknown,0,0,0,0,0.0001
7123,43,pink-collar,divorced,secondary,5571,149,1,0,unknown,0,0,0,0,0.0001
7124,50,technician,married,secondary,103,79,6,0,unknown,0,1,0,0,0.0001
7125,54,technician,divorced,tertiary,2133,176,1,0,unknown,0,0,0,0,0.0001
7126,38,pink-collar,married,secondary,8876,636,1,0,unknown,0,0,0,0,0.0001
7127,41,pink-collar,divorced,primary,22,238,3,4,unknown,0,1,0,0,0.007936507936507936
7128,35,white-collar,married,secondary,3854,131,1,0,unknown,0,1,0,0,0.0001
7129,33,white-collar,married,tertiary,32,27,7,0,unknown,0,0,0,0,0.0001
7130,51,technician,married,secondary,337,687,4,0,unknown,0,1,0,0,0.0001
7131,29,blue-collar,single,secondary,228,355,1,0,unknown,0,0,0,0,0.0001
7132,34,blue-collar,divorced,secondary,1125,141,2,0,unknown,0,1,1,0,0.0001
7133,51,white-collar,married,tertiary,1612,61,2,1,failure,0,1,0,0,0.007633587786259542
7134,58,pink-collar,married,primary,1310,1226,2,0,unknown,0,1,1,0,0.0001
7135,50,pink-collar,divorced,secondary,-210,153,7,0,unknown,1,0,1,0,0.0001
7136,38,pink-collar,married,secondary,0,157,1,0,unknown,0,1,0,0,0.0001
7137,57,entrepreneur,married,unknown,975,236,4,0,unknown,0,1,1,0,0.0001
7138,49,pink-collar,married,tertiary,306,285,7,0,unknown,0,1,0,0,0.0001
7139,42,blue-collar,married,primary,170,51,41,0,unknown,0,1,0,0,0.0001
7140,33,technician,single,tertiary,154,159,2,0,unknown,0,0,0,0,0.0001
7141,34,self-employed,married,tertiary,1972,61,2,0,unknown,0,1,0,0,0.0001
7142,36,white-collar,single,tertiary,994,185,2,3,success,0,0,0,0,0.009523809523809525
7143,60,other,divorced,tertiary,380,219,1,0,unknown,0,0,0,0,0.0001
7144,37,pink-collar,single,secondary,54,118,1,0,unknown,0,1,0,0,0.0001
7145,41,blue-collar,married,primary,512,233,2,0,unknown,0,1,0,0,0.0001
7146,36,white-collar,single,tertiary,1027,151,1,0,unknown,0,1,0,0,0.0001
7147,56,other,divorced,primary,1770,916,3,0,unknown,0,0,0,0,0.0001
7148,34,white-collar,married,tertiary,13,99,3,0,unknown,0,1,0,0,0.0001
7149,33,other,married,secondary,438,129,1,0,unknown,0,1,1,0,0.0001
7150,29,blue-collar,married,secondary,162,126,3,0,unknown,0,1,0,0,0.0001
7151,43,white-collar,married,tertiary,-183,65,1,0,unknown,0,0,0,0,0.0001
7152,29,white-collar,single,unknown,698,186,1,0,unknown,0,0,0,0,0.0001
7153,36,white-collar,married,secondary,165,456,4,0,unknown,0,1,0,0,0.0001
7154,33,technician,single,secondary,3499,143,3,1,unknown,0,1,0,0,0.0028089887640449437
7155,39,white-collar,married,tertiary,378,127,2,0,unknown,0,1,1,0,0.0001
7156,26,technician,single,secondary,855,87,2,0,unknown,0,1,0,0,0.0001
7157,41,technician,single,secondary,32,162,1,0,unknown,0,1,0,0,0.0001
7158,36,other,divorced,primary,0,304,3,0,unknown,0,0,0,0,0.0001
7159,31,white-collar,single,tertiary,0,191,5,0,unknown,0,0,0,0,0.0001
7160,34,blue-collar,married,secondary,2994,358,1,1,failure,0,1,0,0,0.005681818181818182
7161,28,blue-collar,married,secondary,1238,246,1,0,unknown,0,1,0,0,0.0001
7162,47,pink-collar,married,secondary,1717,216,9,0,unknown,0,0,0,0,0.0001
7163,41,white-collar,single,secondary,224,22,8,0,unknown,0,1,0,0,0.0001
7164,39,technician,single,secondary,1048,201,2,0,unknown,0,1,1,0,0.0001
7165,53,white-collar,divorced,secondary,592,151,1,0,unknown,0,1,0,0,0.0001
7166,45,self-employed,married,secondary,396,238,1,0,unknown,0,0,0,0,0.0001
7167,30,pink-collar,single,secondary,268,86,1,0,unknown,0,0,0,0,0.0001
7168,39,pink-collar,married,secondary,0,503,1,0,unknown,0,1,0,0,0.0001
7169,30,self-employed,single,secondary,5223,404,2,0,unknown,0,0,0,0,0.0001
7170,32,white-collar,divorced,secondary,1611,93,1,0,unknown,0,1,1,0,0.0001
7171,66,other,married,secondary,780,388,4,0,unknown,0,0,0,0,0.0001
7172,26,blue-collar,married,primary,399,1288,2,0,unknown,0,1,0,0,0.0001
7173,30,pink-collar,single,secondary,1649,206,1,0,unknown,0,1,0,0,0.0001
7174,42,pink-collar,single,unknown,974,73,2,0,unknown,0,0,0,0,0.0001
7175,44,white-collar,married,tertiary,22,265,2,0,unknown,0,1,0,0,0.0001
7176,38,pink-collar,married,secondary,507,55,1,1,failure,0,1,0,0,0.0029069767441860465
7177,31,technician,divorced,secondary,10787,135,2,0,unknown,0,1,0,0,0.0001
7178,34,technician,married,secondary,-259,124,2,0,unknown,0,1,0,0,0.0001
7179,42,blue-collar,married,secondary,414,400,3,0,unknown,0,1,0,0,0.0001
7180,34,white-collar,divorced,secondary,67,90,1,0,unknown,0,1,0,0,0.0001
7181,31,blue-collar,single,tertiary,328,414,1,1,failure,0,1,0,0,0.005714285714285714
7182,30,technician,married,secondary,4,17,5,0,unknown,0,1,0,0,0.0001
7183,31,white-collar,single,tertiary,471,153,2,0,unknown,0,0,0,0,0.0001
7184,47,blue-collar,married,primary,3038,151,2,0,unknown,0,1,0,0,0.0001
7185,52,blue-collar,married,secondary,2276,83,3,0,unknown,0,0,0,0,0.0001
7186,31,blue-collar,married,primary,-848,559,3,0,unknown,0,1,0,0,0.0001
7187,51,white-collar,married,secondary,2662,148,2,0,unknown,0,0,0,0,0.0001
7188,48,pink-collar,married,secondary,2597,182,2,1,failure,0,1,0,0,0.0028169014084507044
7189,47,blue-collar,married,primary,550,113,1,0,unknown,0,1,0,0,0.0001
7190,55,other,married,tertiary,357,878,1,0,unknown,0,1,0,0,0.0001
7191,58,entrepreneur,married,primary,1153,206,6,6,failure,0,1,1,0,0.002967359050445104
7192,74,other,married,tertiary,4912,129,3,0,unknown,0,0,0,0,0.0001
7193,30,technician,single,secondary,194,60,3,0,unknown,0,0,1,0,0.0001
7194,40,white-collar,married,tertiary,0,165,5,0,unknown,1,0,0,0,0.0001
7195,50,blue-collar,married,primary,565,36,3,0,unknown,0,1,1,0,0.0001
7196,36,white-collar,divorced,tertiary,649,237,2,1,failure,0,0,0,0,0.01098901098901099
7197,26,white-collar,divorced,secondary,-45,357,2,0,unknown,0,1,0,0,0.0001
7198,30,white-collar,married,secondary,1310,3284,1,0,unknown,0,0,0,0,0.0001
7199,34,blue-collar,married,secondary,2308,1062,1,0,unknown,0,1,0,0,0.0001
7200,53,other,single,secondary,4,259,3,0,unknown,0,0,0,0,0.0001
7201,42,blue-collar,married,secondary,1297,697,2,0,unknown,0,1,0,0,0.0001
7202,33,white-collar,married,tertiary,1808,99,4,0,unknown,0,1,0,0,0.0001
7203,35,other,married,secondary,2080,266,3,0,unknown,0,1,0,0,0.0001
7204,33,pink-collar,married,secondary,5034,207,3,0,unknown,0,1,0,0,0.0001
7205,41,white-collar,divorced,secondary,322,87,4,0,unknown,0,1,0,0,0.0001
7206,40,blue-collar,married,secondary,679,642,2,1,failure,0,1,0,0,0.003289473684210526
7207,32,white-collar,single,tertiary,1742,231,2,0,unknown,0,0,0,0,0.0001
7208,54,white-collar,married,tertiary,154,155,3,0,unknown,0,0,0,0,0.0001
7209,31,other,single,tertiary,140,11,2,0,unknown,0,1,0,0,0.0001
7210,35,pink-collar,married,secondary,377,30,13,0,unknown,0,0,1,0,0.0001
7211,47,pink-collar,single,secondary,3644,83,2,0,unknown,0,0,0,0,0.0001
7212,48,blue-collar,married,primary,-50,212,6,0,unknown,1,1,0,0,0.0001
7213,50,white-collar,married,tertiary,453,608,1,0,unknown,0,0,1,0,0.0001
7214,33,blue-collar,single,secondary,45,13,12,0,unknown,0,0,0,0,0.0001
7215,40,blue-collar,married,primary,46,119,1,0,unknown,0,1,0,0,0.0001
7216,60,other,married,secondary,2060,135,4,4,failure,0,0,0,0,0.010526315789473684
7217,68,other,married,secondary,1316,92,5,0,unknown,0,0,0,0,0.0001
7218,54,blue-collar,married,unknown,-361,227,1,0,unknown,0,1,0,0,0.0001
7219,30,white-collar,single,tertiary,349,180,3,0,unknown,0,0,0,0,0.0001
7220,42,blue-collar,single,primary,-68,167,1,0,unknown,0,1,1,0,0.0001
7221,57,other,married,unknown,-157,31,9,0,unknown,0,0,0,0,0.0001
7222,28,white-collar,single,tertiary,320,239,1,0,unknown,0,1,0,0,0.0001
7223,55,white-collar,married,tertiary,86,64,1,0,unknown,0,0,0,0,0.0001
7224,42,blue-collar,married,secondary,681,203,1,0,unknown,0,1,0,0,0.0001
7225,49,pink-collar,married,primary,0,42,3,0,unknown,0,1,0,0,0.0001
7226,41,white-collar,divorced,tertiary,4567,106,1,0,unknown,0,1,1,0,0.0001
7227,31,technician,single,secondary,40,123,2,0,unknown,0,0,0,0,0.0001
7228,33,blue-collar,single,secondary,706,329,1,1,failure,0,1,0,0,0.003105590062111801
7229,55,white-collar,married,secondary,420,41,3,0,unknown,0,1,0,0,0.0001
